WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Estimates Start After
542,KOR,NGDP_RPCH,Korea,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.646,7.246,8.338,13.376,10.552,7.839,11.327,12.724,11.988,7.073,9.878,10.778,6.199,6.877,9.269,9.615,7.891,6.171,-5.129,11.467,9.061,4.852,7.725,3.147,5.197,4.309,5.264,5.8,3.013,0.793,6.805,3.686,2.403,3.165,3.202,2.809,2.947,3.16,2.907,2.244,-0.709,4.145,2.561,1.505,2.439,2.34,2.281,2.227,2.168,2021
542,KOR,NGDP,Korea,"Gross domestic product, current prices","Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 03/2023","39,725.10","49,669.80","57,286.60","68,080.10","78,591.30","88,129.70","102,985.90","121,697.80","145,994.80","165,801.80","200,556.30","242,481.10","277,540.70","315,181.30","372,493.40","436,988.70","490,850.90","542,001.80","537,215.40","591,453.00","651,634.30","707,021.30","784,741.30","837,365.10","908,439.30","957,447.80","1,005,601.50","1,089,660.20","1,154,216.60","1,205,347.80","1,322,611.20","1,388,937.20","1,440,111.30","1,500,819.20","1,562,929.00","1,658,020.40","1,740,779.60","1,835,698.20","1,898,192.50","1,924,498.10","1,940,726.20","2,071,658.00","2,150,575.80","2,240,977.56","2,352,759.22","2,456,366.15","2,561,051.08","2,670,750.05","2,787,889.00",2021
542,KOR,NGDPD,Korea,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",65.368,72.934,78.349,87.761,97.511,101.296,116.836,147.949,199.593,246.929,283.365,330.658,355.516,392.731,463.432,566.595,610.164,570.594,382.855,497.254,576.483,547.743,626.989,702.696,792.532,934.708,"1,052.61","1,172.47","1,049.17",943.739,"1,143.57","1,253.42","1,278.05","1,370.63","1,484.49","1,466.04","1,499.36","1,623.07","1,725.37","1,651.42","1,644.68","1,810.97","1,665.25","1,721.91","1,792.73","1,870.63","1,949.78","2,033.33","2,123.03",2021
542,KOR,PPPGDP,Korea,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",82.705,97.089,111.684,131.582,150.716,167.67,190.42,219.958,255.012,283.756,323.453,370.433,402.36,440.224,491.301,549.83,604.078,652.411,625.913,707.517,789.105,846.037,925.599,973.574,"1,051.67","1,131.38","1,227.69","1,333.99","1,400.53","1,420.68","1,535.60","1,625.28","1,684.56","1,726.90","1,792.60","1,933.85","2,026.54","2,105.89","2,219.22","2,309.72","2,323.26","2,528.25","2,774.64","2,924.04","3,061.71","3,192.89","3,326.57","3,462.45","3,604.18",2021
542,KOR,NGDP_D,Korea,"Gross domestic product, deflator",The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.,Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",22.713,26.48,28.19,29.549,30.855,32.085,33.679,35.306,37.821,40.115,44.161,48.198,51.947,55.196,59.699,63.893,66.519,69.182,72.279,71.39,72.119,74.628,76.892,79.544,82.032,82.887,82.702,84.702,87.096,90.239,92.71,93.898,95.073,96.042,96.913,100,101.986,104.253,104.756,103.877,105.502,108.137,109.453,112.364,115.16,117.481,119.756,122.165,124.817,2021
542,KOR,NGDPRPC,Korea,"Gross domestic product per capita, constant prices",GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,587,738.23","4,844,002.24","5,167,420.56","5,772,888.34","6,303,751.36","6,731,292.54","7,419,590.89","8,281,645.94","9,184,060.14","9,736,851.99","10,593,739.11","11,619,951.95","12,212,662.62","12,920,665.38","13,976,896.85","15,167,330.55","16,208,965.86","17,048,532.45","16,057,700.45","17,772,251.33","19,221,170.15","19,999,820.98","21,420,674.89","21,980,619.86","23,031,576.20","23,973,023.23","25,102,856.64","26,424,863.73","27,015,129.72","27,089,493.99","28,789,094.23","29,621,505.56","30,174,124.22","30,987,664.16","31,779,776.87","32,500,678.67","33,325,917.94","34,282,437.43","35,126,555.45","35,790,066.08","35,487,208.09","37,023,519.01","38,052,420.12","38,677,497.46","39,667,001.65","40,634,748.19","41,602,244.93","42,570,239.95","43,535,483.47",2021
542,KOR,NGDPRPPPPC,Korea,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,486.84","5,793.32","6,180.13","6,904.25","7,539.15","8,050.48","8,873.67","9,904.67","10,983.94","11,645.07","12,669.89","13,897.22","14,606.09","15,452.84","16,716.07","18,139.81","19,385.58","20,389.68","19,204.67","21,255.24","22,988.11","23,919.36","25,618.67","26,288.35","27,545.28","28,671.23","30,022.48","31,603.58","32,309.52","32,398.46","34,431.15","35,426.69","36,087.61","37,060.59","38,007.94","38,870.12","39,857.09","41,001.07","42,010.61","42,804.16","42,441.95","44,279.34","45,509.89","46,257.47","47,440.89","48,598.30","49,755.40","50,913.10","52,067.51",2021
542,KOR,NGDPPC,Korea,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,042,003.32","1,282,686.82","1,456,697.54","1,705,823.42","1,945,042.46","2,159,737.61","2,498,828.42","2,923,903.38","3,473,482.48","3,905,902.41","4,678,321.77","5,600,581.07","6,344,082.95","7,131,665.41","8,344,098.34","9,690,834.21","10,782,083.24","11,794,550.07","11,606,307.78","12,687,583.89","13,862,167.32","14,925,456.03","16,470,682.09","17,484,325.78","18,893,338.35","19,870,426.96","20,760,465.71","22,382,472.73","23,529,170.74","24,445,360.46","26,690,241.17","27,813,991.00","28,687,560.10","29,761,097.47","30,798,658.10","32,500,678.67","33,987,783.51","35,740,457.55","36,797,331.89","37,177,720.81","37,439,564.24","40,036,002.79","41,649,683.28","43,459,394.76","45,680,340.15","47,738,283.47","49,821,201.23","52,005,810.67","54,339,693.73",2021
542,KOR,NGDPDPC,Korea,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,714.62","1,883.46","1,992.29","2,198.94","2,413.29","2,482.40","2,834.89","3,554.62","4,748.68","5,817.07","6,609.99","7,637.20","8,126.45","8,886.39","10,381.18","12,565.03","13,402.93","12,416.75","8,271.41","10,666.86","12,263.47","11,563.04","13,159.68","14,672.42","16,482.75","19,398.49","21,730.95","24,083.34","21,387.71","19,139.73","23,077.16","25,100.19","25,459.17","27,179.52","29,252.93","28,737.44","29,274.23","31,600.74","33,447.15","31,902.42","31,728.30","34,997.99","32,250.41","33,393.07","34,806.95","36,354.75","37,929.81","39,593.82","41,380.69",2021
542,KOR,PPPPC,Korea,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,169.38","2,507.26","2,839.93","3,296.93","3,730.05","4,108.97","4,620.32","5,284.70","6,067.21","6,684.64","7,545.09","8,555.88","9,197.23","9,961.03","11,005.48","12,193.25","13,269.24","14,197.18","13,522.58","15,177.33","16,786.58","17,860.12","19,427.10","20,328.38","21,872.12","23,480.12","25,345.38","27,401.18","28,550.45","28,812.53","30,988.28","32,546.75","33,557.12","34,244.31","35,324.50","37,907.50","39,567.02","41,001.07","43,020.64","44,619.45","44,819.25","48,859.94","53,735.87","56,706.02","59,444.98","62,052.35","64,713.07","67,422.02","70,250.33",2021
542,KOR,NGAP_NPGDP,Korea,Output gap in percent of potential GDP,"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, IMF Estimates of Potential Output: Theory and Practice, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46.",Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-5.627,-7.139,-7.537,-3.847,-2.789,-4.32,-2.806,-0.169,2.108,-0.049,0.669,2.406,0.451,-0.598,0.838,2.764,3.539,3.142,-7.158,-2.55,0.351,-0.346,1.805,-0.091,0.121,-0.267,0.302,1.598,0.586,-2.211,0.54,0.561,-0.387,-0.487,-0.576,-0.853,-0.83,-0.518,-0.316,-0.701,-2.643,-0.528,-0.1,-0.78,-0.548,n/a,n/a,n/a,n/a,2021
542,KOR,PPPSH,Korea,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Expressed in percent of world GDP in PPP dollars. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.616,0.649,0.701,0.776,0.821,0.855,0.92,0.999,1.071,1.106,1.168,1.264,1.209,1.267,1.345,1.422,1.478,1.509,1.393,1.501,1.562,1.6,1.676,1.662,1.66,1.653,1.653,1.659,1.66,1.68,1.703,1.698,1.671,1.634,1.635,1.728,1.744,1.721,1.71,1.702,1.742,1.709,1.697,1.676,1.667,1.654,1.641,1.628,1.614,2021
542,KOR,PPPEX,Korea,Implied PPP conversion rate,"Expressed in national currency per current international dollar. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",480.323,511.588,512.934,517.397,521.453,525.615,540.834,553.277,572.501,584.31,620.049,654.589,689.782,715.957,758.177,794.771,812.562,830.767,858.291,835.956,825.789,835.686,847.82,860.094,863.809,846.266,819.103,816.843,824.126,848.428,861.301,854.586,854.887,869.081,871.878,857.368,858.993,871.696,855.341,833.218,835.346,819.404,775.082,766.398,768.447,769.323,769.879,771.348,773.515,2021
542,KOR,NID_NGDP,Korea,Total investment,Expressed as a ratio of total investment in current local currency and GDP in current local currency. Investment or gross capital formation is measured by the total value of the gross fixed capital formation and changes in inventories and acquisitions less disposals of valuables for a unit or sector. [SNA 1993],Percent of GDP,,"Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 03/2023",34.031,32.16,31.967,32.477,32.298,32.27,32.614,32.586,34.816,36.716,39.553,41.234,38.738,37.654,38.513,38.95,39.423,37.189,27.779,31.013,32.894,31.603,31.093,32.28,32.55,32.508,32.993,33.097,33.667,29.4,32.552,33.319,31.317,29.885,29.79,29.529,30.143,32.288,31.487,31.495,31.885,32.09,33.155,31.691,31.405,31.114,30.97,30.84,30.738,2021
542,KOR,NGSD_NGDP,Korea,Gross national savings,"Expressed as a ratio of gross national savings in current local currency and GDP in current local currency. Gross national saving is gross disposable income less final consumption expenditure after taking account of an adjustment for pension funds. [SNA 1993] For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment.",Percent of GDP,,"Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 03/2023",25.108,24.521,26.424,30.088,32.1,32.051,35.432,39.178,41.437,38.73,39.039,39.051,38.147,38.21,37.908,37.695,35.978,36.016,37.796,35.403,33.919,31.993,31.545,33.056,35.555,33.862,32.978,33.598,33.457,33.426,35.116,34.756,34.776,34.977,35.107,36.433,36.875,37.092,35.948,34.846,36.28,36.626,34.946,33.846,34.217,34.198,34.159,34.151,34.189,2021
542,KOR,PCPI,Korea,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2020 Primary domestic currency: South Korean won Data last updated: 03/2023,20.965,25.442,27.271,28.204,28.845,29.555,30.368,31.293,33.53,35.441,38.48,42.071,44.685,46.831,49.765,51.995,54.555,56.977,61.258,61.756,63.151,65.719,67.534,69.908,72.418,74.413,76.081,78.01,81.656,83.906,86.373,89.85,91.815,93.01,94.196,94.861,95.783,97.645,99.086,99.466,100,102.498,107.713,111.528,114.092,116.374,118.701,121.075,123.497,2022
542,KOR,PCPIPCH,Korea,"Inflation, average consumer prices",Annual percentages of average consumer prices are year-on-year changes.,Percent change,,"See notes for:  Inflation, average consumer prices (Index).",28.697,21.353,7.19,3.421,2.274,2.46,2.75,3.048,7.147,5.7,8.574,9.333,6.213,4.801,6.266,4.481,4.925,4.439,7.514,0.813,2.259,4.067,2.762,3.515,3.591,2.754,2.242,2.535,4.674,2.756,2.939,4.026,2.187,1.301,1.275,0.706,0.972,1.944,1.476,0.383,0.537,2.498,5.088,3.542,2.299,2,2,2,2,2022
542,KOR,PCPIE,Korea,"Inflation, end of period consumer prices","Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.",Index,,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2020 Primary domestic currency: South Korean won Data last updated: 03/2023,23.273,26.461,27.739,28.284,28.976,29.85,30.265,32.096,34.402,36.146,39.521,43.177,45.102,47.718,50.375,52.77,55.369,59.009,61.349,62.18,63.908,65.93,68.391,70.73,72.877,74.785,76.348,79.101,82.375,84.682,87.251,90.879,92.175,93.229,94.006,95.07,96.342,97.698,98.988,99.719,100.33,104.04,109.28,112.231,114.475,116.765,119.1,121.482,123.912,2022
542,KOR,PCPIEPCH,Korea,"Inflation, end of period consumer prices",Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",32.203,13.698,4.83,1.965,2.447,3.016,1.39,6.05,7.185,5.069,9.337,9.251,4.458,5.8,5.568,4.754,4.925,6.574,3.965,1.355,2.779,3.164,3.733,3.42,3.035,2.618,2.09,3.606,4.139,2.801,3.034,4.158,1.426,1.143,0.833,1.132,1.338,1.407,1.32,0.738,0.613,3.698,5.037,2.7,2,2,2,2,2,2022
542,KOR,TM_RPCH,Korea,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-imports; Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act. o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act. o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act. o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act. o - Goods lost, stolen, depreciated or destroyed in bonded area. o - Goods in bonded sales shop. o - Goods in transit through Korea. o - Goods returned prior to import clearance. o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation. o - Goods of A.T.A Carnet. o - Goods consigned to diplomatic missions. o - Goods for improvement or repair. o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, etc. o - Goods leased less than one year or goods on operational lease. o - Goods considered to be samples for sales promotions. o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality. o - Goods considered not relating to merchandise trade. Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: South Korean won Data last updated: 03/2023",-5.323,4.673,1.514,6.884,4.32,-2.042,33.202,18.094,13.223,15.818,13.435,19.984,4.817,6.744,23.936,22.03,14.136,2.362,-24.219,24.635,22.093,-3.462,14.891,10.479,12.084,7.753,12.472,11.383,3.263,-6.908,17.51,14.512,2.568,1.64,1.263,2.113,5.175,8.857,1.713,-1.909,-3.128,10.062,3.693,0.783,2.83,3.388,3.384,3.235,3.141,2021
542,KOR,TMG_RPCH,Korea,Volume of Imports of goods,"Percent change of volume of imports of goods refers to the aggregate change in the quantities of imports of goods whose characteristics are unchanged. The goods and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-imports; Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act. o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act. o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act. o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act. o - Goods lost, stolen, depreciated or destroyed in bonded area. o - Goods in bonded sales shop. o - Goods in transit through Korea. o - Goods returned prior to import clearance. o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation. o - Goods of A.T.A Carnet. o - Goods consigned to diplomatic missions. o - Goods for improvement or repair. o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, etc. o - Goods leased less than one year or goods on operational lease. o - Goods considered to be samples for sales promotions. o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality. o - Goods considered not relating to merchandise trade. Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: South Korean won Data last updated: 03/2023",-9,2.006,1.812,6.601,4.957,-2.337,35.114,19.243,11.702,13.428,12.436,20.054,3.785,7.528,23.038,20.74,13.363,1.435,-26.993,29.465,23.103,-4.372,14.865,11.656,10.743,6.749,12.705,10.244,3.093,-7.24,19.286,17.726,2.124,1.218,0.283,0.673,3.913,8.849,2.019,-2.508,0.348,12.792,4.719,-0.083,2.805,3.405,3.384,3.235,3.141,2021
542,KOR,TX_RPCH,Korea,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-imports; Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act. o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act. o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act. o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act. o - Goods lost, stolen, depreciated or destroyed in bonded area. o - Goods in bonded sales shop. o - Goods in transit through Korea. o - Goods returned prior to import clearance. o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation. o - Goods of A.T.A Carnet. o - Goods consigned to diplomatic missions. o - Goods for improvement or repair. o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, etc. o - Goods leased less than one year or goods on operational lease. o - Goods considered to be samples for sales promotions. o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality. o - Goods considered not relating to merchandise trade. Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: South Korean won Data last updated: 03/2023",8.576,13.864,2.048,16.459,12.62,1.294,35.025,24.436,10.675,-3.666,5.088,12.222,12.124,10.062,18.098,22.956,10.19,18.714,14.565,12.27,16.985,-1.799,12.813,13.58,21.005,7.899,12.045,12.604,7.602,-0.457,13.028,15.417,5.793,3.82,2.096,0.234,2.372,2.48,3.976,0.238,-1.707,10.845,3.202,0.851,3.038,3.457,3.327,3.266,3.054,2021
542,KOR,TXG_RPCH,Korea,Volume of exports of goods,"Percent change of volume of exports of goods refers to the aggregate change in the quantities of exports of goods whose characteristics are unchanged. The goods and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-imports; Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act. o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act. o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act. o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act. o - Goods lost, stolen, depreciated or destroyed in bonded area. o - Goods in bonded sales shop. o - Goods in transit through Korea. o - Goods returned prior to import clearance. o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation. o - Goods of A.T.A Carnet. o - Goods consigned to diplomatic missions. o - Goods for improvement or repair. o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, etc. o - Goods leased less than one year or goods on operational lease. o - Goods considered to be samples for sales promotions. o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality. o - Goods considered not relating to merchandise trade. Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: South Korean won Data last updated: 03/2023",11.4,13.299,-1.295,15.227,14.142,-0.602,37.6,25.862,11.633,-4.134,4.369,13.669,11.895,8.818,17.567,22.713,8.922,19.091,16.239,15.513,18.906,-1.9,15.748,16.17,20.673,9.24,13.291,12.301,6.04,0.208,13.803,17.225,5.026,3.919,1.117,-0.303,1.982,4.408,3.267,-1.072,-0.168,10.486,3.356,0.032,2.969,3.457,3.327,3.266,3.054,2021
